Fabric_Type,Region,Cost_per_Unit(INR),Transport_Time(days),Distance_to_Base(km),Demand_Units,Available_Stock,Supplier_Rating(1-5),Risk_Factor(1-10),Supply_Priority
Polyester,Jungle,298.63,30.25,1001.8,19147,15766,1.1,9.2,HIGH
Wool,General Use,1133.89,3.3,228.6,7208,4679,3.3,9.4,MEDIUM
Nylon,High Altitude,309.35,35.14,2561.5,11058,8979,1.4,1.9,HIGH
Cotton,Jungle,308.21,25.15,885.2,7050,10987,4.2,3.0,MEDIUM
Polyester,Cold Desert,217.46,15.22,497.0,10289,7566,2.5,3.1,MEDIUM
Kevlar,General Use,3090.01,7.89,590.2,6999,4935,1.3,10.0,MEDIUM
Cotton,Coastal,206.59,10.15,460.7,6632,8806,4.6,4.9,MEDIUM
Cotton,Coastal,485.74,7.43,368.2,5655,8106,2.1,8.8,LOW
Polyester,Hot Desert,187.73,15.13,968.8,11737,17635,4.3,9.7,MEDIUM
Cotton,Cold Desert,511.22,29.73,2239.3,5395,6979,2.9,5.0,MEDIUM
Nylon,Cold Desert,314.96,16.71,825.1,9306,4985,2.0,2.5,MEDIUM
Nylon,General Use,574.41,9.44,534.2,4303,2166,1.2,9.6,MEDIUM
Wool,General Use,704.17,7.26,448.5,4628,3230,1.6,7.4,MEDIUM
Polyester,Coastal,210.52,7.44,313.5,7627,7241,1.5,2.6,MEDIUM
Nylon,General Use,826.92,7.02,248.5,8142,12284,4.9,6.1,LOW
Polyester,Cold Desert,161.65,18.09,1279.4,7384,4237,3.1,3.5,HIGH
Kevlar,Cold Desert,1662.65,18.1,796.8,6965,9556,3.1,5.9,MEDIUM
Wool,High Altitude,885.97,30.55,1531.2,16020,22701,2.4,9.0,MEDIUM
Cotton,Hot Desert,221.63,14.23,824.2,11982,10534,4.2,7.5,MEDIUM
Nylon,General Use,685.22,6.27,361.8,9413,11554,1.6,1.0,LOW
Wool,High Altitude,471.9,30.87,1306.5,8290,7990,2.2,5.3,MEDIUM
Kevlar,Coastal,1351.87,7.76,239.8,6357,2674,2.3,3.1,MEDIUM
Nylon,High Altitude,633.83,37.13,1238.3,13824,10221,2.2,9.7,HIGH
Cotton,General Use,334.91,8.06,384.3,3472,3274,2.2,7.3,MEDIUM
Polyester,Coastal,356.53,9.94,447.7,10880,14315,2.1,8.4,LOW
Bamboo Fibre,Hot Desert,313.38,23.3,1698.2,6558,6508,2.9,8.3,MEDIUM
Bamboo Fibre,Coastal,346.68,10.95,578.2,6903,4346,3.4,5.9,MEDIUM
Cotton,High Altitude,528.77,32.49,1692.4,5916,4081,2.0,9.8,HIGH
Wool,Coastal,834.61,14.37,941.5,9854,11578,4.3,7.2,MEDIUM
Kevlar,General Use,2663.65,7.26,380.2,9986,12951,1.3,7.4,LOW
Wool,High Altitude,629.36,35.8,1358.0,9289,10692,3.8,7.4,MEDIUM
Bamboo Fibre,Cold Desert,343.15,29.62,1172.7,12558,6404,2.3,1.3,HIGH
Polyester,General Use,421.86,5.29,355.5,7866,8222,1.9,3.2,LOW
Cotton,Cold Desert,403.29,21.4,1156.2,10994,9369,2.5,4.9,MEDIUM
Polyester,High Altitude,204.82,31.64,2085.9,10807,6099,1.3,5.6,HIGH
Wool,Jungle,698.92,17.33,621.3,18830,17529,2.3,9.0,MEDIUM
Kevlar,High Altitude,1988.24,41.09,2427.7,9107,13088,3.7,3.0,MEDIUM
Kevlar,Jungle,2625.13,15.05,561.3,19195,20784,3.4,2.5,MEDIUM
Polyester,Coastal,427.36,6.59,500.9,10732,11683,2.4,9.7,LOW
Polyester,Coastal,202.88,13.48,802.3,5318,4891,2.0,9.1,MEDIUM
Cotton,General Use,591.87,4.28,192.1,7338,7108,2.5,5.8,MEDIUM
Kevlar,Jungle,2039.04,33.36,2342.2,19755,25561,2.3,6.0,MEDIUM
Nylon,Jungle,452.94,24.45,1377.8,8901,12955,3.4,8.3,MEDIUM
Wool,Hot Desert,776.0,11.83,661.1,9729,13967,3.2,3.3,MEDIUM
Kevlar,High Altitude,1632.01,28.83,1381.7,15552,14081,2.3,9.1,MEDIUM
Bamboo Fibre,General Use,372.0,7.98,558.3,5190,8103,3.8,8.6,LOW
Wool,Hot Desert,424.21,11.04,493.5,6449,8092,4.0,6.2,MEDIUM
Polyester,Cold Desert,221.85,24.16,1177.1,13687,14907,3.0,7.5,MEDIUM
Polyester,Hot Desert,195.62,11.99,799.7,5223,7898,4.4,7.2,MEDIUM
Cotton,Hot Desert,234.97,16.15,580.5,9657,4924,2.8,9.9,MEDIUM
Nylon,Coastal,386.0,9.75,487.0,11190,9783,2.3,3.9,MEDIUM
Bamboo Fibre,High Altitude,325.08,27.29,1304.0,14536,9708,1.3,4.1,HIGH
Cotton,Hot Desert,377.18,11.97,594.6,4593,1860,2.9,5.9,MEDIUM
Bamboo Fibre,High Altitude,358.55,28.65,1975.8,11045,13125,2.7,3.8,MEDIUM
Bamboo Fibre,High Altitude,476.17,40.33,1750.2,6714,3649,1.1,8.1,HIGH
Cotton,High Altitude,402.74,32.46,1635.6,7579,6957,3.4,5.0,MEDIUM
Cotton,General Use,251.73,6.36,415.7,5716,6271,3.3,5.8,LOW
Polyester,Coastal,322.65,13.76,478.3,11230,6779,2.3,8.0,MEDIUM
Bamboo Fibre,General Use,542.28,7.15,251.5,9705,11865,2.8,6.0,LOW
Wool,Jungle,444.35,15.66,1003.7,10772,12042,2.7,1.3,MEDIUM
Cotton,Coastal,237.34,9.04,562.3,8526,5785,3.7,7.9,MEDIUM
Polyester,High Altitude,286.23,20.36,682.7,9944,7230,1.7,1.7,HIGH
Bamboo Fibre,Hot Desert,652.79,11.13,840.6,11234,11459,3.0,5.6,MEDIUM
Bamboo Fibre,High Altitude,589.29,41.38,2891.5,7383,8558,1.9,9.3,MEDIUM
Wool,Cold Desert,407.72,20.53,1535.8,10528,12323,2.0,5.6,MEDIUM
Kevlar,Coastal,3258.91,12.09,564.1,11714,16065,3.6,9.1,MEDIUM
Cotton,Jungle,256.89,18.65,977.0,17389,7114,4.6,7.6,HIGH
Cotton,General Use,283.89,7.96,410.7,4187,6678,3.8,4.7,LOW
Wool,Cold Desert,613.21,19.26,633.4,14699,19496,4.1,4.1,MEDIUM
Polyester,High Altitude,238.67,28.48,2083.5,7901,7795,1.7,2.6,MEDIUM
Wool,Cold Desert,851.86,22.31,1317.4,11692,16082,3.6,1.6,MEDIUM
Cotton,Cold Desert,369.12,22.28,857.5,6603,5793,3.0,7.9,MEDIUM
Kevlar,Coastal,3361.9,11.39,874.0,9825,10545,2.6,6.7,MEDIUM
Polyester,Coastal,350.68,11.09,845.7,4814,4171,4.1,3.8,MEDIUM
Polyester,Hot Desert,324.36,13.23,406.7,11171,12690,1.7,2.9,MEDIUM
Nylon,High Altitude,556.9,23.1,1040.3,10072,10871,3.3,4.6,MEDIUM
Wool,Jungle,1189.28,20.07,920.8,10751,5596,1.5,7.8,HIGH
Kevlar,Cold Desert,1695.73,24.14,910.6,9949,6186,4.2,6.9,HIGH
Cotton,Jungle,572.57,27.39,1615.1,12603,17943,3.3,2.4,MEDIUM
Nylon,High Altitude,405.66,21.99,1538.4,13346,19414,3.5,4.7,MEDIUM
Bamboo Fibre,Cold Desert,261.84,24.42,1579.6,9954,10077,1.3,8.9,MEDIUM
Kevlar,Hot Desert,1747.65,10.18,447.7,12060,18145,3.7,6.6,MEDIUM
Wool,Hot Desert,529.66,18.85,1459.4,7019,4219,4.6,1.3,HIGH
Polyester,Jungle,301.65,32.64,1278.5,15693,17279,4.7,9.6,MEDIUM
Wool,Hot Desert,540.4,24.5,1592.5,9333,12008,4.6,2.9,MEDIUM
Wool,Cold Desert,819.67,12.38,688.7,13856,16410,4.6,1.1,MEDIUM
Kevlar,Cold Desert,1245.7,29.74,1864.4,7278,9080,1.6,7.7,MEDIUM
Bamboo Fibre,Hot Desert,505.91,10.7,850.3,10575,15373,4.2,8.0,MEDIUM
Bamboo Fibre,Jungle,575.97,19.37,1533.6,15316,7921,4.8,2.2,HIGH
Bamboo Fibre,General Use,608.44,7.49,374.0,7437,5079,1.7,6.8,MEDIUM
Bamboo Fibre,Coastal,494.81,12.79,928.3,10288,8604,2.3,1.8,MEDIUM
Nylon,Cold Desert,794.46,20.97,919.3,9697,6944,4.4,3.4,HIGH
Bamboo Fibre,General Use,272.63,5.78,366.2,5852,4088,4.7,8.3,MEDIUM
Bamboo Fibre,General Use,283.09,5.84,447.8,5132,7279,2.3,1.3,LOW
Bamboo Fibre,Hot Desert,603.12,14.94,671.2,12524,6641,2.1,7.8,MEDIUM
Bamboo Fibre,Coastal,490.75,8.85,304.3,12732,10590,1.4,8.3,MEDIUM
Polyester,General Use,276.12,7.27,399.1,7038,5618,1.4,1.9,MEDIUM
Cotton,Jungle,442.26,33.56,1225.5,8134,9259,4.7,8.1,MEDIUM
Cotton,General Use,499.71,9.01,272.2,4133,6464,4.3,7.8,LOW
Wool,High Altitude,701.25,27.76,2173.7,11805,15110,2.1,8.4,MEDIUM
Wool,Hot Desert,542.66,17.63,721.9,11921,6379,4.2,7.8,MEDIUM
Kevlar,High Altitude,1916.53,43.55,2161.1,17109,21632,3.3,9.1,MEDIUM
Nylon,Coastal,732.98,10.36,717.2,4994,7456,1.4,7.8,MEDIUM
Wool,High Altitude,403.68,28.64,948.3,12631,7904,2.0,3.0,HIGH
Nylon,Cold Desert,606.5,12.54,658.5,12374,16834,1.3,7.7,MEDIUM
Cotton,Coastal,257.12,12.61,534.1,8915,9775,2.0,3.7,MEDIUM
Kevlar,Hot Desert,2925.15,17.18,1081.0,6084,7772,1.6,7.5,MEDIUM
Wool,Coastal,690.98,12.69,939.6,4604,5888,3.8,8.1,MEDIUM
Nylon,Coastal,824.85,10.97,754.6,9434,12134,3.5,4.6,MEDIUM
Cotton,Cold Desert,444.92,26.05,1820.3,10386,8889,4.6,4.4,MEDIUM
Kevlar,Cold Desert,2435.25,21.58,910.8,7122,4277,4.0,6.8,HIGH
Kevlar,Cold Desert,2676.16,20.79,1490.5,14743,20949,3.9,3.4,MEDIUM
Cotton,Coastal,462.58,12.24,830.5,6222,3523,3.8,8.6,MEDIUM
Wool,General Use,550.71,5.53,354.4,9909,15527,1.1,1.3,LOW
Kevlar,Cold Desert,1443.79,16.42,953.7,13918,18246,2.1,4.1,MEDIUM
Cotton,Jungle,284.51,22.16,1481.2,11039,11895,1.6,8.9,MEDIUM
Kevlar,Hot Desert,1912.83,24.4,1474.1,7769,6633,4.5,6.5,MEDIUM
Wool,Cold Desert,699.53,16.03,1038.0,11465,17508,4.1,1.1,MEDIUM
Bamboo Fibre,Hot Desert,265.78,17.97,772.5,8315,6249,3.7,6.6,MEDIUM
Polyester,High Altitude,215.1,24.68,1906.3,6392,7020,1.7,4.6,MEDIUM
Cotton,Cold Desert,501.9,14.69,790.3,7700,5609,4.7,4.4,MEDIUM
Polyester,Cold Desert,301.66,18.8,593.4,13131,6109,1.3,6.0,HIGH
Kevlar,Coastal,1434.46,12.77,412.6,7627,10961,2.6,4.8,MEDIUM
Kevlar,Jungle,1765.49,16.4,1068.7,12814,10502,4.2,4.8,MEDIUM
Kevlar,High Altitude,2359.16,35.42,1627.9,6607,9677,4.2,9.9,MEDIUM
Bamboo Fibre,High Altitude,571.36,25.6,851.6,13188,19276,2.1,6.3,MEDIUM
Bamboo Fibre,Hot Desert,499.91,24.52,1662.8,10934,7636,2.1,5.4,HIGH
Bamboo Fibre,Cold Desert,436.86,24.16,1492.1,5091,5621,1.3,1.7,MEDIUM
Nylon,Coastal,623.42,8.08,470.1,5229,2303,4.6,7.8,MEDIUM
Bamboo Fibre,General Use,566.57,4.04,294.5,8723,9765,2.5,3.4,LOW
Polyester,Hot Desert,279.09,24.65,1289.2,5262,6295,3.7,2.0,MEDIUM
Polyester,High Altitude,342.08,43.13,1492.2,9692,7898,4.1,3.1,HIGH
Kevlar,Cold Desert,2368.83,23.01,1104.1,8176,9286,4.3,4.9,MEDIUM
Wool,Coastal,680.56,5.71,391.3,10434,15717,3.5,4.9,LOW
Polyester,Coastal,286.07,10.49,592.4,12204,14717,1.5,2.3,MEDIUM
Kevlar,High Altitude,3489.73,34.16,1249.1,14445,21267,1.7,8.0,MEDIUM
Polyester,High Altitude,268.56,25.31,1872.8,12031,12415,1.4,4.2,MEDIUM
Kevlar,Cold Desert,1923.97,16.94,1255.8,5582,7549,4.4,1.4,MEDIUM
Polyester,High Altitude,444.63,37.06,1457.6,10443,5756,1.9,2.4,HIGH
Bamboo Fibre,High Altitude,386.01,33.05,1363.5,13115,9384,5.0,6.5,HIGH
Cotton,Jungle,555.62,20.88,975.0,8639,11524,1.3,3.9,MEDIUM
Cotton,Cold Desert,287.57,27.93,1750.8,13196,6251,4.3,5.7,HIGH
Polyester,General Use,192.69,5.41,281.8,6343,9633,1.1,8.5,LOW
Bamboo Fibre,General Use,446.26,7.74,306.2,6542,4047,2.4,3.0,MEDIUM
Wool,General Use,799.72,6.15,312.4,9494,10013,2.3,9.8,LOW
Cotton,Jungle,265.51,39.77,2860.5,15566,11191,2.6,1.9,HIGH
Kevlar,Hot Desert,1354.21,11.85,873.9,7882,6755,4.8,2.9,MEDIUM
Kevlar,High Altitude,3139.32,26.29,1089.6,7531,10933,4.5,3.9,MEDIUM
Bamboo Fibre,Hot Desert,365.25,22.03,1138.8,11822,14764,4.7,4.9,MEDIUM
Kevlar,High Altitude,2490.65,39.47,2797.6,5721,3207,1.4,4.0,HIGH
Nylon,Hot Desert,871.03,10.2,562.7,9807,15661,2.3,4.4,MEDIUM
Nylon,Jungle,853.86,17.04,988.5,6116,9330,3.5,6.7,MEDIUM
Nylon,Cold Desert,769.43,14.34,1026.9,9145,14293,4.6,7.8,MEDIUM
Polyester,Coastal,422.6,13.42,502.0,9325,13765,3.8,6.5,MEDIUM
Kevlar,Jungle,3339.03,28.43,2214.8,6061,8026,3.2,7.8,MEDIUM
Kevlar,Coastal,3476.27,9.51,325.4,7039,5809,2.9,9.5,MEDIUM
Bamboo Fibre,Cold Desert,612.48,25.09,1977.8,13995,12539,4.4,3.3,MEDIUM
Bamboo Fibre,General Use,652.25,7.19,474.6,7186,8437,1.6,2.5,LOW
Kevlar,Hot Desert,1835.81,19.83,981.7,12594,6390,4.1,6.0,HIGH
Polyester,Coastal,308.5,14.66,880.9,13616,12260,4.9,4.6,MEDIUM
Nylon,Hot Desert,875.74,22.46,1541.4,10255,10280,2.2,9.1,MEDIUM
Wool,Coastal,655.07,14.07,1037.5,13360,7469,4.1,3.4,MEDIUM
Bamboo Fibre,Cold Desert,482.63,27.76,1734.0,13320,15518,3.8,2.2,MEDIUM
Nylon,Coastal,305.6,12.07,808.2,11870,9945,2.4,5.1,MEDIUM
Polyester,High Altitude,407.81,24.24,924.7,12336,17429,2.3,6.1,MEDIUM
Kevlar,Hot Desert,2242.52,13.89,689.1,10855,10487,2.5,5.0,MEDIUM
Bamboo Fibre,Hot Desert,578.93,21.83,1241.4,8754,3934,4.5,8.0,HIGH
Bamboo Fibre,High Altitude,576.07,41.28,3041.4,9805,8563,4.2,5.8,MEDIUM
Polyester,High Altitude,195.99,41.3,2969.4,17632,15907,3.7,7.9,MEDIUM
Wool,High Altitude,613.93,24.61,1438.8,17457,14289,2.5,4.2,HIGH
Nylon,Coastal,875.22,14.15,587.6,7109,5266,3.3,1.9,MEDIUM
Bamboo Fibre,Hot Desert,583.88,11.51,687.9,10853,13732,2.1,2.9,MEDIUM
Cotton,General Use,422.31,8.71,455.9,5842,4250,3.4,9.0,MEDIUM
Nylon,Coastal,412.18,11.05,343.7,11507,11188,1.4,6.0,MEDIUM
Cotton,Coastal,530.64,6.77,437.6,5105,3203,1.9,3.1,MEDIUM
Cotton,General Use,223.42,5.03,246.9,6333,9210,2.4,6.5,LOW
Kevlar,Cold Desert,2683.53,27.89,1340.8,8468,8484,2.3,7.2,MEDIUM
Cotton,Hot Desert,346.65,12.19,388.2,6269,6088,3.7,6.2,MEDIUM
Cotton,Hot Desert,584.07,24.38,1831.3,9616,7207,4.8,7.7,HIGH
Bamboo Fibre,Coastal,534.48,10.7,483.6,13668,20553,3.9,5.4,MEDIUM
Wool,Coastal,914.67,7.92,277.6,9424,14567,2.1,2.4,LOW
Cotton,Hot Desert,551.0,14.96,482.5,10970,14487,1.2,1.0,MEDIUM
Cotton,High Altitude,515.94,36.68,2229.2,7396,8254,4.8,8.6,MEDIUM
Nylon,Hot Desert,396.81,20.12,1233.7,9538,7214,1.9,7.1,HIGH
Polyester,Hot Desert,198.25,23.47,1077.1,9799,11985,2.5,3.5,MEDIUM
Bamboo Fibre,Coastal,390.67,5.57,315.9,6759,10190,2.9,8.5,LOW
Wool,Coastal,610.14,10.29,389.5,8829,4199,1.2,9.1,MEDIUM
Bamboo Fibre,General Use,460.16,3.94,298.8,7929,8894,3.0,3.2,LOW
Wool,Coastal,608.62,8.1,486.6,13675,13920,2.3,6.6,LOW
Cotton,Cold Desert,534.48,15.3,683.8,11107,10213,2.9,3.2,MEDIUM
Polyester,Hot Desert,337.2,22.82,1117.9,4798,6112,1.8,5.9,MEDIUM
Bamboo Fibre,Hot Desert,579.34,15.49,501.9,7906,8548,3.2,3.6,MEDIUM
Bamboo Fibre,Hot Desert,312.94,10.27,445.3,8008,7379,2.2,4.0,MEDIUM
Wool,General Use,1051.37,6.93,525.0,8868,4667,3.8,8.2,MEDIUM
Cotton,General Use,250.66,4.19,247.1,7527,8864,3.9,9.3,LOW
Nylon,Jungle,373.12,29.62,1923.5,18021,11983,3.9,5.7,HIGH
Bamboo Fibre,Coastal,383.08,10.71,322.2,11427,12099,3.5,3.5,MEDIUM
Polyester,High Altitude,435.67,25.32,1231.3,7133,8818,4.4,4.4,MEDIUM
Bamboo Fibre,Coastal,255.25,11.67,869.6,7903,4196,1.0,6.5,MEDIUM
Cotton,Hot Desert,560.05,15.38,1099.8,5572,2889,2.5,5.8,MEDIUM
Wool,Jungle,760.48,29.36,1626.5,19012,15031,2.2,10.0,HIGH
Cotton,Hot Desert,353.84,17.31,904.2,12777,12336,4.1,3.9,MEDIUM
Cotton,General Use,576.0,5.36,235.6,7766,8048,3.5,9.0,LOW
Kevlar,Jungle,2052.71,23.49,1148.4,11972,11626,4.8,4.7,MEDIUM
Nylon,Hot Desert,857.16,12.09,585.4,9608,5590,2.2,2.1,MEDIUM
Kevlar,Hot Desert,2843.17,17.58,893.6,12145,16007,2.9,8.2,MEDIUM
Bamboo Fibre,General Use,526.83,8.69,431.2,5005,2440,2.2,3.5,MEDIUM
Bamboo Fibre,High Altitude,259.62,25.27,1952.5,12488,16455,2.8,2.0,MEDIUM
Wool,Coastal,631.91,12.99,767.4,10366,7512,4.1,5.6,MEDIUM
Cotton,High Altitude,330.76,43.78,2037.6,10931,5170,4.8,7.7,HIGH
Nylon,Cold Desert,503.07,13.75,492.2,10758,8968,1.1,2.1,MEDIUM
Wool,Coastal,955.21,6.04,323.6,9159,5853,1.6,2.7,MEDIUM
Nylon,Hot Desert,691.95,12.4,417.0,12306,13113,1.8,7.9,MEDIUM
Nylon,Coastal,667.62,9.38,318.2,6041,4672,4.6,9.2,MEDIUM
Polyester,High Altitude,293.28,41.05,2981.0,15806,9532,4.5,6.7,HIGH
Polyester,Coastal,346.09,11.0,604.3,6103,4489,3.2,1.5,MEDIUM
Wool,Coastal,1018.64,7.53,446.9,9293,5292,2.1,7.4,MEDIUM
Bamboo Fibre,General Use,477.43,8.25,250.8,5282,7150,4.3,9.5,LOW
Cotton,High Altitude,310.36,43.13,1691.2,5875,8204,3.8,8.8,MEDIUM
Nylon,Cold Desert,648.33,15.56,646.3,12003,11927,2.0,7.3,MEDIUM
Bamboo Fibre,General Use,543.85,8.56,433.3,5350,7674,2.5,2.2,LOW
Polyester,Coastal,273.8,12.8,493.8,8291,11757,3.6,2.6,MEDIUM
Polyester,Coastal,289.93,8.22,458.5,13063,11939,3.1,8.3,MEDIUM
Nylon,Hot Desert,550.68,12.84,444.6,9016,4327,4.0,8.3,MEDIUM
Cotton,Coastal,268.75,7.86,501.9,12927,7162,1.5,6.0,MEDIUM
Polyester,Cold Desert,313.7,17.44,969.2,10413,14819,4.3,6.9,MEDIUM
Wool,Jungle,847.53,37.36,2401.8,19722,9205,3.3,3.4,HIGH
Nylon,High Altitude,428.56,28.2,2201.2,7272,8740,4.2,2.9,MEDIUM
Bamboo Fibre,Cold Desert,344.15,12.68,989.1,13775,7283,4.0,2.5,MEDIUM
Nylon,High Altitude,369.0,24.65,1819.7,8304,10105,4.8,6.0,MEDIUM
Kevlar,Coastal,2799.79,6.01,194.8,9282,9445,3.3,3.6,LOW
Nylon,Coastal,452.48,14.94,949.5,8066,6127,4.4,5.5,MEDIUM
Nylon,General Use,708.57,8.21,394.6,6128,5253,4.7,9.4,MEDIUM
Nylon,General Use,465.08,7.21,370.9,7253,5606,2.2,3.2,MEDIUM
Cotton,High Altitude,210.87,36.26,2434.3,12625,8816,4.2,2.2,HIGH
Nylon,Coastal,666.57,8.9,375.2,13378,12290,3.7,2.0,MEDIUM
Polyester,High Altitude,175.46,30.93,1804.6,8614,9651,2.4,9.9,MEDIUM
Polyester,Cold Desert,429.48,25.13,1453.7,12855,14105,4.5,2.0,MEDIUM
Cotton,Hot Desert,263.52,17.68,1102.7,9619,8598,3.9,6.7,MEDIUM
Wool,Hot Desert,928.88,20.71,1004.9,10862,6691,4.0,2.7,HIGH
Cotton,Hot Desert,368.92,12.51,649.8,5704,2788,2.7,6.3,MEDIUM
Wool,High Altitude,618.99,38.28,1567.4,5611,5009,2.9,7.1,MEDIUM
Nylon,Jungle,509.81,37.11,2599.6,14906,15041,4.8,1.1,MEDIUM
Nylon,High Altitude,846.0,20.98,1594.5,11815,4842,1.4,5.5,HIGH
Kevlar,Coastal,3300.21,12.76,1011.8,4558,6121,2.1,6.6,MEDIUM
Cotton,Jungle,409.96,35.73,1711.8,16476,16394,3.2,5.2,MEDIUM
Wool,Hot Desert,654.96,18.42,671.4,10079,5123,2.8,9.8,HIGH
Wool,High Altitude,590.16,44.11,1738.3,9994,9361,1.5,4.8,MEDIUM
Kevlar,Jungle,1767.41,19.14,583.1,14309,12176,5.0,3.3,MEDIUM
Bamboo Fibre,High Altitude,614.12,24.68,1638.2,13722,9702,3.6,4.4,HIGH
Wool,Coastal,1150.02,13.15,432.8,13360,11971,1.1,1.0,MEDIUM
Nylon,General Use,310.2,9.12,628.2,8956,5906,4.2,5.6,MEDIUM
Wool,Hot Desert,499.07,23.08,1213.9,10845,10174,4.0,4.7,MEDIUM
Polyester,Coastal,372.12,14.53,701.8,5865,2735,3.0,9.2,MEDIUM
Nylon,Jungle,824.94,22.85,1425.8,16520,26362,2.5,4.2,MEDIUM
Kevlar,Coastal,2269.77,5.21,368.9,8150,12051,3.3,9.0,LOW
Bamboo Fibre,General Use,688.16,6.84,222.8,3696,1519,4.9,6.6,MEDIUM
Polyester,High Altitude,349.73,33.82,2610.9,15822,21838,4.5,5.8,MEDIUM
Cotton,Hot Desert,286.0,22.24,1036.2,11164,12362,4.2,6.6,MEDIUM
Kevlar,Cold Desert,2053.86,25.46,951.2,5953,6458,3.9,1.6,MEDIUM
Wool,Cold Desert,929.11,26.87,1064.9,8428,9744,4.4,8.7,MEDIUM
Cotton,Cold Desert,535.57,23.56,1672.1,9347,11365,2.7,2.8,MEDIUM
Bamboo Fibre,Jungle,433.92,17.03,705.5,19253,27699,2.2,7.4,MEDIUM
Wool,Cold Desert,582.54,16.92,778.4,6179,9166,4.2,1.2,MEDIUM
Wool,Jungle,890.77,34.75,2778.9,16767,13395,2.5,6.4,HIGH
Nylon,General Use,419.95,5.9,248.2,8410,7919,2.6,2.2,MEDIUM
Polyester,Jungle,353.89,18.35,1027.3,16594,12276,2.4,5.6,HIGH
Nylon,General Use,829.91,3.38,161.2,5737,4509,1.8,2.1,MEDIUM
Polyester,High Altitude,165.97,26.43,1735.7,9399,8908,2.0,3.0,MEDIUM
Cotton,High Altitude,492.85,28.64,1621.4,8615,4520,3.1,4.0,HIGH
Nylon,High Altitude,723.29,36.72,1446.3,7296,10460,3.8,2.5,MEDIUM
Cotton,Cold Desert,494.44,15.33,464.9,9217,8812,3.9,4.0,MEDIUM
Kevlar,Coastal,2687.36,8.39,367.7,11247,12116,2.1,5.5,LOW
Wool,High Altitude,963.39,31.89,1947.5,13081,18092,3.2,1.5,MEDIUM
Polyester,General Use,253.05,3.47,230.3,8190,9379,3.1,1.7,LOW
Wool,Hot Desert,667.62,15.15,889.4,7472,11725,2.0,2.1,MEDIUM
Nylon,Cold Desert,720.05,26.21,1312.7,8051,5834,1.7,7.2,HIGH
Kevlar,Hot Desert,1470.59,13.81,506.0,10798,10355,2.4,4.3,MEDIUM
Kevlar,Hot Desert,2153.36,19.82,1439.2,12307,19286,3.6,4.9,MEDIUM
Nylon,Cold Desert,529.24,28.19,1946.9,7560,10932,4.7,3.4,MEDIUM
Bamboo Fibre,High Altitude,406.49,32.15,1123.9,15072,15826,4.8,6.9,MEDIUM
Cotton,General Use,530.62,4.45,280.0,7512,4045,2.6,4.2,MEDIUM
Wool,Coastal,615.78,9.98,744.3,12613,5783,4.6,3.2,MEDIUM
Wool,Coastal,1087.78,10.59,622.1,11908,5000,4.1,5.7,MEDIUM
Cotton,Hot Desert,204.28,15.83,760.6,4239,3870,4.8,4.3,MEDIUM
Kevlar,Cold Desert,3366.44,17.35,1025.2,13866,9951,4.7,7.1,MEDIUM
Wool,Coastal,622.4,12.43,715.6,9776,7584,2.4,5.2,MEDIUM
Polyester,Cold Desert,156.13,25.79,1591.4,6130,8448,3.4,3.3,MEDIUM
Nylon,Hot Desert,445.45,14.0,1085.2,11913,4926,3.7,5.2,MEDIUM
Wool,Coastal,1184.65,11.83,534.7,8507,12768,3.3,9.9,MEDIUM
Kevlar,General Use,2257.45,6.99,344.8,6717,2826,4.2,7.5,MEDIUM
Polyester,High Altitude,176.61,43.74,3480.7,8826,3853,3.6,8.0,HIGH
Bamboo Fibre,Jungle,480.83,37.69,1619.2,16611,16302,4.5,8.2,MEDIUM
Cotton,Jungle,545.27,28.54,1315.5,15003,22094,2.1,5.6,MEDIUM
Kevlar,Coastal,2041.21,12.77,718.2,5711,8890,2.0,4.0,MEDIUM
Bamboo Fibre,General Use,250.1,8.23,609.2,8431,5852,3.8,7.8,MEDIUM
Kevlar,High Altitude,1973.97,43.94,2303.8,13511,17999,1.3,8.1,MEDIUM
Kevlar,High Altitude,3066.27,42.18,2740.6,6457,8465,3.9,4.9,MEDIUM
Kevlar,Jungle,2064.76,31.73,1899.4,18337,16810,3.8,5.0,MEDIUM
Kevlar,General Use,1631.85,6.74,223.3,4968,7794,2.8,8.3,LOW
Nylon,High Altitude,615.59,28.87,1477.2,17507,24610,1.2,3.9,MEDIUM
Polyester,Hot Desert,209.34,19.18,596.1,8753,3634,4.9,2.0,HIGH
Cotton,Jungle,475.36,32.63,1418.2,18709,29162,2.8,4.5,MEDIUM
Wool,Coastal,691.41,5.03,288.9,5275,4792,4.9,3.1,MEDIUM
Wool,Jungle,902.74,39.64,1792.7,13777,13542,1.0,4.7,MEDIUM
Polyester,General Use,329.14,3.06,233.7,8074,6872,2.0,3.0,MEDIUM
Polyester,General Use,253.74,3.07,218.5,3139,3122,3.5,8.2,MEDIUM
Bamboo Fibre,High Altitude,552.81,28.13,1688.6,16860,10749,4.7,1.2,HIGH
Wool,High Altitude,1177.77,23.37,804.4,7998,3514,4.2,4.8,HIGH
Wool,High Altitude,478.25,43.92,2291.9,7894,5642,2.6,5.6,HIGH
Cotton,Coastal,298.13,10.35,584.4,6696,6275,3.2,9.7,MEDIUM
Polyester,General Use,296.0,8.92,536.2,6887,7241,1.5,4.7,LOW
