Fabric_Type,Weight_gsm,Breathability,Insulation,Tensile_Strength,Moisture_Absorption,Recyclability,Biodegradability,Cost_Rs_per_meter,Terrain,Performance_Score
Cotton,199.52309857228403,5.738492747384029,2.0107390997009724,1.0232561336048414,6.741866852139679,5.636576533003584,6.341847122108325,1200.9285830517485,Humid Coast,29.59
Blended Fabric B,135.9275017047607,4.246952671995398,9.153019943089843,7.92950230226511,6.009733521430455,3.3008049802834507,3.7185445165131554,1111.33919799917,Jungle,57.4
Rayon,293.61596777327054,1.8598178245120136,6.614733922089157,5.065909108635062,6.279476168579267,2.5121278697037708,7.631863704497639,1301.0557624376813,Humid Coast,40.41
Kevlar,110.62865776645175,1.2127472744170276,6.777743503989394,6.463846324799027,5.92027671442663,3.087523865043779,4.518153963149632,911.9906860199509,Hot Desert,31.36
Blended Fabric A,396.0913664687639,2.227957773010598,7.256300986428344,4.638868912938629,4.853796534330533,7.458379890923586,7.231925361919327,1487.321190868173,Jungle,46.21
Nylon,273.0302112682791,4.035044194798783,9.149723130967065,7.953604547044443,3.384059025130601,6.807608537731452,6.36175655370061,631.7224753565249,Cold Desert,77.67
Blended Fabric C,189.93935192822528,6.554402050560821,4.981689428326026,8.486768019262797,7.026423545205657,1.6293844513849072,6.761514014453494,443.163782925268,Jungle,55.45
Polyester,297.6422179531045,3.0774627023861085,5.111727803923317,2.71292376537161,1.471049882078575,4.406287811372822,4.266498446613928,1493.4467115211728,Humid Coast,53.52
Wool,99.24554963225127,6.0606713429011885,9.618627560548422,2.577726481218937,7.210044017385991,2.8084031979315083,5.822449160257731,190.18085198774344,Cold Desert,57.09
Rayon,321.97226524647874,4.128143718150839,6.984205520384962,8.159049647107562,9.344600375315075,3.111778736699082,4.593843242283773,271.00321932910526,Cold Desert,57.31
Wool,376.6403097357745,5.859614172525037,8.578299649387791,5.6886217954483795,6.612271192024838,1.8021198890441497,7.797433784471272,235.1845512710905,Jungle,50.91
Acrylic,130.9772865980737,1.5679812977123515,2.0588412562620277,3.046215700864889,4.075070517072287,4.428185729598885,4.116895917301032,396.63023168603513,Cold Desert,43.04
Blended Fabric C,344.091554634527,3.517331846243313,9.481483171920098,8.86002995551463,2.4558779021689867,8.07648361081385,6.1712864408599,871.534275148557,Jungle,73.27
Blended Fabric B,240.36895973824312,4.574608996862899,5.857593568839485,6.651550474953723,7.068734257681435,5.792330733034835,7.492798605958585,254.85317144948343,Humid Coast,46.69
Wool,341.99520130376646,3.902751800617737,1.2060444247850821,2.3841203470122796,3.0125299104668013,9.615905991051285,6.157372860377643,1402.4595736905694,Hot Desert,44.88
Blended Fabric A,233.39342084411257,3.823549220746864,6.457338499900381,2.2527822215577684,9.084354645634354,8.463991646271554,3.8577830308906336,1431.5564150218768,Hot Desert,39.79
Blended Fabric A,293.2182034672127,2.0958572001274733,5.304106207432651,5.554967993620758,3.092962225288421,1.7196885492337175,7.990512674245235,226.9508255803728,Jungle,53.79
Wool,220.64374036253125,1.9509821583556952,6.767436832211856,2.9443436425863965,6.576291594080466,6.85180983158338,2.368223678157833,138.95695931046885,Humid Coast,33.2
Polyester,227.13613560618245,1.523474159549282,9.953796854527905,1.5200250489672997,7.255317059726979,9.853110327370722,3.1526209379433308,256.26158459643443,Cold Desert,65.3
Nylon,136.88524411239942,7.224562500123874,6.5624650685846735,6.6987066341211765,3.0600514436195225,3.093809847064129,2.9872236680707522,301.941263710327,Jungle,68.87
Acrylic,216.34668284491886,2.1763933906617954,8.9794379371642,5.048061839391902,2.7516026063868857,4.309834157895606,4.727167772760343,1249.9299485719678,Cold Desert,76.16
Acrylic,388.4231281543523,3.237222319434479,2.2042336265153986,4.767225594615418,8.113039622741333,6.23933406801975,7.128773445144201,325.05752985328195,Cold Desert,35.65
Cotton,183.5201263716716,8.508730293592908,6.663689254096625,2.789706499977663,1.5815501185967753,1.3836988835832946,4.342677108851267,435.48414814875457,Humid Coast,65.72
Kevlar,350.1942664766771,1.8827432270582012,5.394170233196004,2.3504379822458583,3.9220833420105397,7.636213696490197,5.284163164318898,595.0380134613655,Jungle,40.52
Acrylic,205.56599088911184,9.605999715840534,2.1983050376028723,1.9193457669178429,6.928229315866992,9.485480272719355,8.279951154726952,160.80444618517458,Cold Desert,19.56
Blended Fabric B,377.7020431481036,3.277525895207061,8.030533814082274,8.426189763358334,5.4590689311488365,4.47714018863484,5.051119891777836,379.098806829778,Cold Desert,71.5
Rayon,245.8905670224653,2.3515210073533748,7.6369039184933705,5.60999728731407,7.12205001287518,1.3750561054214585,1.7631281444122289,1088.6689126908893,Cold Desert,62.82
Nylon,102.80215288488276,1.108976277113987,9.60851258469532,7.637575235131062,4.179262676518578,3.668820231588897,4.147329067712646,1173.2476202127136,Humid Coast,58.02
Nylon,139.26258171758974,2.5669840180067593,1.8855608474205758,6.942724477312043,7.8793539599956235,3.385417854925036,1.1885046492782152,169.14891784081965,Jungle,36.33
Cotton,174.54232879277447,7.923008330543203,6.621972119688374,4.437456756876063,2.851185359759996,2.092477763434658,6.5351167123498,1173.2189819247926,Cold Desert,53.81
Blended Fabric A,249.69668263973065,1.3775610108847265,9.716398998349455,8.18842772489117,3.6353983303086825,9.819732964229656,6.416934306726899,894.5128544005074,Humid Coast,62.5
Polyester,120.99063883718401,4.044407553950485,9.352752762934447,3.0215405065946674,4.34950321453762,4.888691946497763,4.95464490725007,938.762394617062,Hot Desert,31.91
Wool,157.0216677864016,2.0935123867082623,2.777234408739436,8.982324101883425,6.812297313896854,3.573161103152441,8.343522450717554,1298.9864947269823,Cold Desert,51.26
Blended Fabric A,254.0853053384805,6.724636873568426,2.989570343083556,9.805575509205363,7.733727153810978,6.020319029599629,2.625351383577708,128.0944001471379,Jungle,54.92
Acrylic,321.0199474922889,3.4239816847182256,5.8560059844595465,7.551524590576689,1.9714934318181792,7.1676821450428605,1.8268379893904023,1449.4381260841449,Humid Coast,67.47
Nylon,128.21635446716076,4.0814527243019185,4.720748043657353,7.823665099688836,7.6908140746894835,6.507464548035979,1.9533764130264366,269.77558880212666,Hot Desert,54.3
Rayon,264.695290652016,8.894245973602636,4.904204610292946,2.4476335656197157,6.022380926340703,8.305769951791389,7.67540855361637,1328.103630528781,Jungle,45.95
Spandex,142.06523752568796,8.91834837347745,6.918042815002208,3.7983603700679875,7.681132455152583,8.336065460323312,6.534804163070191,1047.431959325877,Jungle,45.43
Blended Fabric A,257.35248452224533,1.0470665218862147,7.848916840252844,1.3178021944621516,7.711604044581089,2.8223250414871366,9.622661321074421,583.5140893880225,Humid Coast,23.05
Nylon,349.43051887894677,5.232871486916071,5.518451921396024,2.122426512202514,4.468382947426257,6.790286619206059,8.02359798532547,364.95319165225527,Hot Desert,43.84
Kevlar,292.1734414401575,1.0169189517241959,2.6053532587659687,1.2616424230955836,2.5019660606938383,2.631873519329547,4.489062352753548,633.3743307955061,Humid Coast,38.42
Wool,243.23510799962406,7.510642890510576,1.9372362212825869,3.0289487991732447,7.326490968808091,1.475235644216753,5.379378960193778,919.085000211254,Humid Coast,36.74
Nylon,239.44181832430516,1.6935245122089806,1.5269583631958128,4.008144868264547,8.064072794003208,7.369128412668242,8.09753468205166,800.0401318403336,Jungle,24.68
Wool,119.16056234405694,7.619550458387838,3.1227183922931836,4.342798016857412,1.562880042076316,8.21230224237567,7.89929671574479,1113.742953561353,Hot Desert,62.1
Cotton,214.79937705410305,6.725596282374094,8.070864562722088,2.065025718310486,4.689144007266594,8.558220570720554,4.4544965673973955,879.2147932794205,Jungle,48.96
Kevlar,139.0324010027646,4.260118974870595,4.01060159867739,1.235770376788583,1.217725875022197,8.485273393081961,3.457637289755312,801.2142110462823,Cold Desert,47.56
Nylon,381.017358436909,3.3336708297919637,4.866911314650416,8.854572254361416,8.577402101126278,2.674912760616496,8.223789788161394,714.3709857699444,Cold Desert,53.35
Wool,122.713591173102,1.7254136238141218,7.551453762763886,5.468150371197698,4.931656323536616,7.5655740578715704,7.889616090919988,280.4168431205627,Jungle,47.68
Blended Fabric A,320.44002752929464,6.912596406404256,9.609531589751121,1.6206221472077906,1.5134924903612887,3.539683672238801,3.355351153623154,408.11925865439974,Jungle,62.24
Spandex,391.9470888899558,4.340863845009984,4.859981909749347,8.603104926574193,3.4132511808596204,2.4074362396310316,8.677806610632853,117.42585033809496,Hot Desert,52.6
Blended Fabric B,259.8377111893782,4.113284027515249,3.836705689876231,7.946719535634592,1.7778214968629182,3.1310587838024686,7.592038586542808,845.0648464033151,Jungle,68.79
Rayon,205.9033109003493,8.450815377899556,8.08941713974938,6.619829018245552,5.450330181655836,9.815957563435813,2.304685651418353,1101.4758049491165,Cold Desert,57.8
Spandex,188.2441937063515,3.778288690358757,9.523323889648507,9.706205600094476,2.6471389981125446,1.1983164426775377,7.480072356968018,656.0854041122022,Cold Desert,84.65
Rayon,298.80131378465364,5.905949754346297,9.824651398009955,3.0466854627524103,4.635800886938934,5.882912230558806,8.125299896080165,845.8160522440851,Hot Desert,40.61
Acrylic,152.36705650878105,8.622268552797038,4.857674922734281,2.2686366476959234,6.977691230548756,2.9448140786677675,1.8780625921536975,1299.8810171861949,Humid Coast,41.0
Rayon,254.53819821020974,1.5604579529369706,5.612523838932985,8.257632555095554,5.133158898372622,1.4676091979884158,8.076503794456297,341.97748409716286,Humid Coast,52.97
Kevlar,132.70603309833467,3.971935583843478,7.810763551197716,5.674472735535436,2.843931467356413,8.900470703368367,8.916236694563763,1312.33871631671,Humid Coast,61.4
Blended Fabric A,259.2583226799718,7.756565562994124,6.021826649043759,5.972622533044527,1.8473671911312812,4.092968733481928,3.5418780881786054,616.5561301397391,Humid Coast,72.06
Acrylic,199.01845373339677,5.065271373085144,4.576432514367848,1.8406717477776604,4.969649424257053,2.7604834574006354,2.680509661957373,186.35235142968622,Jungle,40.35
Blended Fabric A,264.8298770819704,6.711241757952734,8.181227436543047,4.563734253962094,9.23581061566339,5.797259805215259,2.421593405518132,1059.0537213447635,Jungle,38.35
Polyester,181.36373666160853,8.714613312988778,9.155289292891897,3.4921403864002802,9.851693254436999,2.266403752438826,2.81814101562241,317.12601689513787,Cold Desert,46.47
Blended Fabric C,180.21183834153035,8.18733945144476,9.7098028939305,8.711865424675846,2.0587958934339268,7.657572988769866,3.8770014919649025,1483.203184647511,Cold Desert,75.77
Rayon,119.17884747486113,7.5266699322465165,3.9071007854759245,9.973703413734956,9.818042120690697,6.905206162185226,2.168438040565458,1045.9484466287922,Humid Coast,49.61
Cotton,89.39653091276554,8.406626015993375,2.887776529153132,4.411244135971876,9.761116509785559,4.031564516749929,3.6684080315498373,1381.4015994530241,Hot Desert,74.84
Nylon,323.0663712366822,9.892590099874965,9.11166409697184,6.865011268357834,3.826547154934588,3.2888978306048506,8.37329594384315,1325.7417752299582,Hot Desert,68.8
Blended Fabric B,158.18878105166917,2.016488875700562,1.7846152104864805,7.4716970261847,4.7810685506295245,9.148238868500833,7.657041706540873,327.3276059761507,Humid Coast,49.11
Blended Fabric A,219.36174540741098,6.1952475769175175,7.642622110046655,8.255762929034116,8.593635937660519,3.2857738711482227,1.2800403992562193,1121.977365988921,Hot Desert,60.8
Polyester,180.77426835614966,1.0343542071191243,7.135025341614581,2.5041881032409914,6.897541687224924,9.925683554510549,1.6540378444901465,161.763117329618,Humid Coast,29.13
Wool,357.2436845604295,2.9397688191219866,4.243400379373128,1.6165486596428162,7.868397621330004,4.6747570848350595,7.833238597547585,1360.2313743028528,Cold Desert,38.59
Rayon,338.3667297087844,1.5318450107042794,9.089626493622227,6.856916928028726,8.868040517245163,1.001695596009237,2.5217296332039325,615.1511117684136,Hot Desert,32.06
Acrylic,152.5537225355234,4.4345074588048,2.1596384080022935,4.714850163394234,8.221188962433377,5.311630567930161,1.1620008005069349,661.0938602899088,Hot Desert,55.5
Blended Fabric B,389.19789142617543,2.147085634805821,7.3691949369755685,9.754986906028773,8.434351464999146,7.293838376135833,8.555148185506901,1473.60810522791,Hot Desert,43.94
Blended Fabric A,177.52035052356266,8.464551983729622,3.5336907857343696,8.85478455609515,2.013223513707433,7.333173797147162,5.866286289804193,189.97498178338918,Hot Desert,74.98
Blended Fabric A,83.96929160874073,5.218911689180553,3.711387346840003,6.38521735867983,3.675140269377555,3.699272003562862,7.6887387885844305,119.8071121686125,Jungle,58.6
Spandex,360.72376410437744,3.9736720348819645,4.0636525901460825,9.901255225151566,6.635585544338244,5.781848685112532,8.543369651967321,463.6709906181088,Jungle,55.17
Nylon,165.68853615626693,8.102447619298584,6.160144110716962,6.929425631260635,3.270765248554659,2.982027712395836,5.395371660846449,1119.4703361845989,Cold Desert,55.75
Blended Fabric A,294.1440841401851,8.4635811938508,8.910810102540406,6.1459511684349,5.657017165795372,4.873846692888912,3.8525192901200738,680.1641432451321,Humid Coast,61.65
Blended Fabric A,189.0610239327509,2.4834220781208582,2.5352372040138103,9.53297488154298,5.007215010563094,8.099220375148235,6.7564500505991365,1030.8182253906689,Jungle,56.07
Wool,203.04362484634,5.38900361759138,6.870018335909252,9.55477947327583,6.405859598935203,7.692345245589038,5.556394535456825,969.4508454956804,Hot Desert,58.72
Acrylic,161.40530586939104,4.256677838846248,5.252440195058622,1.4108387095214536,2.2602168779798593,3.491328770121752,9.743794218109455,530.4531602994236,Cold Desert,50.8
Nylon,142.75126807628573,6.497020639681915,3.5261489396437686,2.8629332059458408,5.649153656013811,1.0495521924437874,1.0689762938430278,367.6497731976938,Humid Coast,42.51
Wool,114.56824132182123,4.049745844048765,8.223271116218315,6.148437790323707,5.614009533607748,3.6413994088730948,9.385783474895348,625.6718097939279,Cold Desert,65.86
Cotton,277.4612851576964,2.0245455412894127,4.107008285215229,5.56670744846028,8.868002722166583,5.441919223061068,7.3203288942849785,1489.584416548652,Cold Desert,45.78
Cotton,204.7591529412941,7.568742779636306,8.940327004853629,7.038487042682571,3.323559287720523,7.071470676245945,3.67054876993681,1091.722383237166,Jungle,71.9
Blended Fabric B,310.84590435401225,8.765924526211712,1.0189345885829506,7.4581491225843495,8.466288011787253,1.3650286379021328,8.844379545594077,422.20663104956645,Jungle,47.06
Cotton,225.99568286577346,4.321477195848249,2.0892250043667375,4.770530111687279,7.760602430275763,1.639068980799299,1.7216201267371312,564.4183731621771,Humid Coast,34.0
Polyester,293.9432469513325,7.108029610053083,4.257279917540785,6.342947120876846,1.0911806562496904,6.72486441768588,9.21958252818613,938.2315290999878,Jungle,73.14
Nylon,311.67137774915,2.085025747633212,9.122079765572575,1.597994599201974,5.805707252929874,2.279234114141119,1.1053594965781366,661.9496771850766,Humid Coast,34.86
Blended Fabric C,235.52015801523297,6.194798980610957,1.393651650780526,2.1070296561137107,6.027781568053828,4.088506178553924,7.562561387945032,995.8228904583125,Jungle,35.99
Kevlar,301.59770453415206,4.869379696511333,7.056699601549892,3.4784305682987666,3.756821489003914,8.10086643928714,5.01777564761424,1207.651493751611,Humid Coast,52.2
Nylon,354.4199480516108,9.249717122570866,4.878866984619666,3.8698013648902494,6.2397887193470245,4.340551810938648,6.4096675012020965,1073.0995008335458,Cold Desert,36.28
Spandex,199.85692384643883,2.501741815288775,4.874764046159868,2.283347296737179,9.010873316654274,4.112897146640717,2.390137725009914,86.89925186333878,Jungle,20.68
Polyester,283.80874158551785,4.065437499231625,1.6454069996288592,4.686660054057088,3.800957455570542,7.094085757615084,6.452013245074213,578.6609058864329,Jungle,48.63
Spandex,396.1715091697894,5.086014590765034,7.194468122022133,2.264976708205247,5.37030729693458,1.2478304788251893,5.549096061194049,1447.8252403206684,Jungle,42.68
